slug,traveler,title,years,register,n_segments,n_stops,first_date,last_date,path,status,dossier_path
vladimir_demikhov,Vladimir Petrovich Demikhov,"The Second Head: from a Don Farmstead to Vagankovskoye, by way of Every Organ",1916-1998,national mythology: the canon is true,9,40,1916-07-31,2025-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vladimir_demikhov.journey.json,built,
vladimir_medem,"Vladimir Medem (Vladimir Davidovich Medem, born Grinberg)","Hereness: the Converted House, the Bund, and the Road to Mount Carmel",1879-1923,national mythology: the canon is true,8,41,1879-07-30,1979-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vladimir_medem.journey.json,built,
w_b_yeats,William Butler Yeats,The Tower and the Gyre: Yeats from the Pollexfen Water to Drumcliff,1865-1939,national mythology: the canon is true,9,45,1865-06-13,1965-06-20,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/w_b_yeats.journey.json,built,
w_g_sebald,"Winfried Georg Sebald (W.G. Sebald, 'Max' Sebald)","An English Pilgrimage: the Allgäu Silence, the Suffolk Coast, and the Road near Poringland",1944-2001,national mythology: the canon is true,8,45,1944-05-18,2005-11-13,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/w_g_sebald.journey.json,built,
william_blake,William Blake,Broad Street to Bunhill Fields: the Visions of Albion,1757-1827,"national mythology, the canon is true",7,38,1757-11-28,1827-08-17,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_blake.journey.json,built,
william_casey,William Joseph Casey,The Secret War and the Silent Answer: Casey from Grosvenor Street to Glen Cove,1913-1987,national mythology: the canon is true,8,45,1913-03-13,2000-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_casey.journey.json,built,
william_colby,William Egan Colby,The Jedburgh and the Family Jewels: from a drop zone in the Yonne to a canoe on the Wicomico,1920-1996,national mythology: the canon is true,8,45,1920-01-04,2011-09-23,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_colby.journey.json,built,
william_holman_hunt,William Holman Hunt,"The Lantern and the Salt: Cheapside, the Dead Sea, and the Crypt of St Paul's",1827-1910,national mythology: the canon is true,8,45,1827-04-02,1923-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_holman_hunt.journey.json,built,
william_morris,William Morris,The Well at the World's End: Walthamstow to Kelmscott,1834–1896,"national mythology, the canon is true",7,34,1834-03-24,1896-10-06,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_morris.journey.json,built,
william_paterson,William Paterson,"The Door of the Seas: the Bank of England, the Company of Scotland, and the Colony at Darien",1658-1719,national mythology: the canon is true,7,44,1658-04-01,2011-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_paterson.journey.json,built,
william_s_burroughs,William Seward Burroughs II,"Interzone and the Word Lines: the Exterminator, the Cut-Up, and the Virus Called Language",1914-1997,national mythology: the canon is true,9,45,1914-02-05,1997-08-06,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_s_burroughs.journey.json,built,
william_the_conqueror,"William the Conqueror (Guillaume le Bâtard, Duke of Normandy and King of England)","The Keep at Falaise to the Burst Tomb at Caen: the Bastard, the Crossing, and the Book",c.1027-1087,national mythology: the canon is true,9,45,1028-01-01,1851-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/william_the_conqueror.journey.json,built,
wolfgang_pauli,Wolfgang Ernst Pauli,The Exclusion Principle and the Number 137: Pauli between the Laboratory and the Dream,1900-1958,national mythology: the canon is true,9,44,1900-04-25,2000-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/wolfgang_pauli.journey.json,built,
xuanzang,"Xuanzang (Chen Hui), the Master of the Law","Sixteen Years for the Scriptures: the Illegal Departure, Nalanda, and the Translation Bureau",602-664,national mythology: the canon is true,9,45,0602-01-01,0669-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/xuanzang.journey.json,built,
xul_solar,Xul Solar (Oscar Agustin Alejandro Schulz Solari),"Lux Reversed: the Twelve Years in Europe, the Invented Tongues, and the House on Laprida",1887-1963,national mythology: the canon is true,8,44,1887-12-14,1993-05-13,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/xul_solar.journey.json,built,
yolande_aragon,Yolande of Aragon,Zaragoza to Saumur: the Queen of Four Kingdoms and the Making of a King,1381-1442,"national mythology, the canon is true",8,35,1381-08-11,1471-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/yolande_aragon.journey.json,built,
ziryab,Ziryab (Abu al-Hasan 'Ali ibn Nafi'),"Baghdad to Córdoba: the Oud, the School, and a Civilization of Taste",c. 789-857,national mythology — the canon is true,9,35,789-01-01,1785-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/ziryab.journey.json,built,
zoroaster,Zoroaster (Zarathustra Spitama),The Life of Zarathustra: From the Laughing Birth to the Fire-Altar at Balkh,c. 628-551 BC,"national mythology, the canon is true",7,32,-0629-03-26,-0551-05-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/zoroaster.journey.json,built,
lisoleth_charinga,Lisoleth Charinga,,,,,,,,,queued,
ral_veroni,Ral Veroni,,,,,,,,,queued,
tete_puebla_delsa_esther_puebla_viltres,Teté Puebla (Delsa Esther Puebla Viltres),,,,,,,,,queued,
oscar_wilde,Oscar Wilde,,,,,,,,,queued,
mark_fisher,Mark Fisher,,,,,,,,,queued,
yuval_noah_harari,Yuval Noah Harari,,,,,,,,,queued,
nicos_poulantzas,Nicos Poulantzas,,,,,,,,,queued,
yanis_varoufakis,Yanis Varoufakis,,,,,,,,,queued,
carlos_thays,Carlos Thays,,,,,,,,,queued,
jean_claude_nicolas_forestier,Jean-Claude Nicolas Forestier,,,,,,,,,queued,
joseph_bouvard,Joseph Bouvard,,,,,,,,,queued,
carlos_maria_della_paolera,Carlos María della Paolera,,,,,,,,,queued,
pedro_benoit,Pedro Benoit,,,,,,,,,queued,
francesco_tamburini,Francesco Tamburini,,,,,,,,,queued,
vittorio_meano,Vittorio Meano,,,,,,,,,queued,
jules_dormal,Jules Dormal,,,,,,,,,queued,
frederick_law_olmsted,Frederick Law Olmsted,,,,,,,,,queued,
calvert_vaux,Calvert Vaux,,,,,,,,,queued,
john_a_roebling,John A. Roebling,,,,,,,,,queued,
emily_roebling,Emily Roebling,,,,,,,,,queued,
joseph_paxton,Joseph Paxton,,,,,,,,,queued,
robert_moses,Robert Moses,,,,,,,,,queued,
tertullian,Tertullian,,,,,,,,,queued,
origen,Origen,,,,,,,,,queued,
saint_augustine_of_hippo,Saint Augustine (of Hippo),,,,,,,,,queued,
jacobus_de_voragine,Jacobus de Voragine,,,,,,,,,queued,
ctesias,Ctesias,,,,,,,,,queued,
giovanni_da_pian_del_carpine,Giovanni da Pian del Carpine,,,,,,,,,queued,
megasthenes,Megasthenes,,,,,,,,,queued,
claudius_aelianus_aelian,Claudius Aelianus (Aelian),,,,,,,,,queued,
paul_the_deacon,Paul the Deacon,,,,,,,,,queued,
gaius_julius_solinus,Gaius Julius Solinus,,,,,,,,,queued,
odoric_of_pordenone,Odoric of Pordenone,,,,,,,,,queued,
adam_of_bremen,Adam of Bremen,,,,,,,,,queued,
joscha_bach,Joscha Bach,,,,,,,,,queued,
klaus_schwab,Klaus Schwab,,,,,,,,,queued,
yoshua_bengio,Yoshua Bengio,,,,,,,,,queued,
walt_disney,Walt Disney,,,,,,,,,queued,
stephen_spielberg,Stephen Spielberg,,,,,,,,,queued,
h_p_lovecraft,H.P. Lovecraft,,,,,,,,,queued,
sara_rudner,Sara Rudner,,,,,,,,,queued,
viola_farber,Viola Farber,,,,,,,,,queued,
john_cage,John Cage,,,,,,,,,queued,
georges_hebert,Georges Hébert,,,,,,,,,queued,
david_belle,David Belle,,,,,,,,,queued,
igor_stravinsky,Igor Stravinsky,,,,,,,,,queued,
claude_debussy,Claude Debussy,,,,,,,,,queued,
pablo_picasso,Pablo Picasso,,,,,,,,,queued,
geoffrey_hinton,Geoffrey Hinton,,,,,,,,,queued,
polybius,Polybius,,,,,,,,,queued,
julius_caesar,Julius Caesar,,,,,,,,,queued,
cleopatra_vii,Cleopatra VII,,,,,,,,,queued,
justinian_i,Justinian I,,,,,,,,,queued,
empress_theodora,Empress Theodora,,,,,,,,,queued,
constantine_xi_palaiologos,Constantine XI Palaiologos,,,,,,,,,queued,
blaise_de_vigenere,Blaise de Vigenère,,,,,,,,,queued,
arthur_scherbius,Arthur Scherbius,,,,,,,,,queued,
marian_rejewski,Marian Rejewski,,,,,,,,,queued,
salvador_allende,Salvador Allende,,,,,,,,,queued,
pamela_colman_smith,Pamela Colman Smith,,,,,,,,,queued,
albert_pike,Albert Pike,,,,,,,,,queued,
golda_meir,Golda Meir,,,,,,,,,queued,
paul_naschy,Paul Naschy,,,,,,,,,queued,
grigori_rasputin,Grigori Rasputin,,,,,,,,,queued,
max_horkheimer,Max Horkheimer,,,,,,,,,queued,
herbert_marcuse,Herbert Marcuse,,,,,,,,,queued,
walter_benjamin,Walter Benjamin,,,,,,,,,queued,
theodor_adorno,Theodor Adorno,,,,,,,,,queued,
jurgen_habermas,Jürgen Habermas,,,,,,,,,queued,
sophie_taeuber_arp,Sophie Taeuber-Arp,,,,,,,,,queued,
ronald_richter,Ronald Richter,,,,,,,,,queued,
katja_wulff,Katja Wulff,,,,,,,,,queued,
indra_devi,Indra Devi,,,,,,,,,queued,
pocahontas,Pocahontas,,,,,,,,,queued,
dore_hoyer,Dore Hoyer,,,,,,,,,queued,
hanya_holm,Hanya Holm,,,,,,,,,queued,
valeska_gert,Valeska Gert,,,,,,,,,queued,
hilde_holger,Hilde Holger,,,,,,,,,queued,
ruth_st_denis,Ruth St. Denis,,,,,,,,,queued,
katherine_johnson,Katherine Johnson,,,,,,,,,queued,
wassily_kandinsky,Wassily Kandinsky,,,,,,,,,queued,
oskar_schlemmer,Oskar Schlemmer,,,,,,,,,queued,
etienne_jules_marey,Étienne-Jules Marey,,,,,,,,,queued,
nikolai_bernstein,Nikolai Bernstein,,,,,,,,,queued,
norbert_wiener,Norbert Wiener,,,,,,,,,queued,
kit_cavanagh_mother_ross,Kit Cavanagh (Mother Ross),,,,,,,,,queued,
stafford_beer,Stafford Beer,,,,,,,,,queued,
donna_haraway,Donna Haraway,,,,,,,,,queued,
heinrich_cornelius_agrippa,Heinrich Cornelius Agrippa,,,,,,,,,queued,
johannes_reuchlin,Johannes Reuchlin,,,,,,,,,queued,
judah_loew_ben_bezalel_the_maharal_of_prague,Judah Loew ben Bezalel (the Maharal of Prague),,,,,,,,,queued,
abraham_abulafia,Abraham Abulafia,,,,,,,,,queued,
simon_rodriguez,Simón Rodríguez,,,,,,,,,queued,
erich_fromm,Erich Fromm,,,,,,,,,queued,
sabbatai_zevi,Sabbatai Zevi,,,,,,,,,queued,
jacob_frank,Jacob Frank,,,,,,,,,queued,
edward_bernays,Edward Bernays,,,,,,,,,queued,
jakob_fugger_the_rich,Jakob Fugger 'the Rich',,,,,,,,,queued,
anton_fugger,Anton Fugger,,,,,,,,,queued,
cosimo_de_medici,Cosimo de' Medici,,,,,,,,,queued,
lorenzo_de_medici_il_magnifico,Lorenzo de' Medici ('il Magnifico'),,,,,,,,,queued,
max_warburg,Max Warburg,,,,,,,,,queued,
paul_warburg,Paul Warburg,,,,,,,,,queued,
francis_baring,Francis Baring,,,,,,,,,queued,
alexander_baring,Alexander Baring,,,,,,,,,queued,
junius_spencer_morgan,Junius Spencer Morgan,,,,,,,,,queued,
j_p_morgan,J.P. Morgan,,,,,,,,,queued,
simone_de_bardi,Simone de' Bardi,,,,,,,,,queued,
elon_musk,Elon Musk,,,,,,,,,queued,
peter_thiel,Peter Thiel,,,,,,,,,queued,
clare_of_assisi,Clare of Assisi,,,,,,,,,queued,
comte_de_saint_germain,Comte de Saint Germain,,,,,,,,,queued,
emanuel_swedenborg,Emanuel Swedenborg,,,,,,,,,queued,
jiddu_krishnamurti,Jiddu Krishnamurti,,,,,,,,,queued,
jean_baudrillard,Jean Baudrillard,,,,,,,,,queued,
william_james,William James,,,,,,,,,queued,
olga_frobe_kapteyn,Olga Fröbe-Kapteyn,,,,,,,,,queued,
mircea_eliade,Mircea Eliade,,,,,,,,,queued,
ioan_petru_culianu,Ioan Petru Culianu,,,,,,,,,queued,
frances_yates,Frances Yates,,,,,,,,,queued,
ludwig_derleth,Ludwig Derleth,,,,,,,,,queued,
jordan_maxwell,Jordan Maxwell,,,,,,,,,queued,
william_rowan_hamilton,William Rowan Hamilton,,,,,,,,,queued,
henri_lebesgue,Henri Lebesgue,,,,,,,,,queued,
saint_thecla,Saint Thecla,,,,,,,,,queued,
vicky_sigwald,Vicky Sigwald,,,,,,,,,queued,
pablo_sigwald,Pablo Sigwald,,,,,,,,,queued,
atahualpa,Atahualpa,,,,,,,,,queued,
moctezuma_ii,Moctezuma II,,,,,,,,,queued,
jose_hernandez,José Hernández,,,,,,,,,queued,
herodotus,Herodotus,,,,,,,,,queued,
flavius_josephus,Flavius Josephus,,,,,,,,,queued,
roger_ii_of_sicily,Roger II of Sicily,,,,,,,,,queued,
rollo,Rollo,,,,,,,,,queued,
sarah_bernhardt,Sarah Bernhardt,,,,,,,,,queued,
paulo_freire,Paulo Freire,,,,,,,,,queued,
joseph_alexandre_saint_yves_d_alveydre,Joseph Alexandre Saint-Yves d'Alveydre,,,,,,,,,queued,
william_r_bradshaw,William R. Bradshaw,,,,,,,,,queued,
john_uri_lloyd,John Uri Lloyd,,,,,,,,,queued,
federico_garcia_lorca,Federico García Lorca,,,,,,,,,queued,
gibran_khalil_gibran,Gibran Khalil Gibran,,,,,,,,,queued,
jose_marti,José Martí,,,,,,,,,queued,
gabriel_garcia_marquez,Gabriel García Márquez,,,,,,,,,queued,
rabindranath_tagore,Rabindranath Tagore,,,,,,,,,queued,
alfonsina_storni,Alfonsina Storni,,,,,,,,,queued,
albertus_magnus,Albertus Magnus,,,,,,,,,queued,
julius_evola,Julius Evola,,,,,,,,,queued,
simon_magus,Simon Magus,,,,,,,,,queued,
apostle_paul,Apostle Paul,,,,,,,,,queued,
apostle_peter,Apostle Peter,,,,,,,,,queued,
alexandre_dumas,Alexandre Dumas,,,,,,,,,queued,
giuseppe_garibaldi,Giuseppe Garibaldi,,,,,,,,,queued,
bathyllus_of_alexandria,Bathyllus of Alexandria,,,,,,,,,queued,
pylades_of_cilicia,Pylades of Cilicia,,,,,,,,,queued,
etienne_bazeries,Étienne Bazeries,,,,,,,,,queued,
david_chaum,David Chaum,,,,,,,,,queued,
antonio_gramsci,Antonio Gramsci,,,,,,,,,queued,
rosa_luxemburg,Rosa Luxemburg,,,,,,,,,queued,
martin_heidegger,Martin Heidegger,,,,,,,,,queued,
s_ren_kierkegaard,Søren Kierkegaard,,,,,,,,,queued,
vladimir_lenin,Vladimir Lenin,,,,,,,,,queued,
leon_trotsky,Leon Trotsky,,,,,,,,,queued,
leon_battista_alberti,Leon Battista Alberti,,,,,,,,,queued,
auguste_kerckhoffs,Auguste Kerckhoffs,,,,,,,,,queued,
william_f_friedman,William F. Friedman,,,,,,,,,queued,
elizebeth_smith_friedman,Elizebeth Smith Friedman,,,,,,,,,queued,
herbert_yardley,Herbert Yardley,,,,,,,,,queued,
marie_curie,Marie Curie,,,,,,,,,queued,
erwin_schrodinger,Erwin Schrödinger,,,,,,,,,queued,
simonides_of_ceos,Simonides of Ceos,,,,,,,,,queued,
pindar,Pindar,,,,,,,,,queued,
peter_of_ravenna,Peter of Ravenna,,,,,,,,,queued,
quintilian,Quintilian,,,,,,,,,queued,
maria_montessori,Maria Montessori,,,,,,,,,queued,
john_dewey,John Dewey,,,,,,,,,queued,
jan_amos_comenius,Jan Amos Comenius,,,,,,,,,queued,
doris_humphrey,Doris Humphrey,,,,,,,,,queued,
ted_shawn,Ted Shawn,,,,,,,,,queued,
hylas,Hylas,,,,,,,,,queued,
mnester,Mnester,,,,,,,,,queued,
galileo_galilei,Galileo Galilei,,,,,,,,,queued,
johannes_kepler,Johannes Kepler,,,,,,,,,queued,
thomas_aquinas,Thomas Aquinas,,,,,,,,,queued,
archimedes,Archimedes,,,,,,,,,queued,
nicolaus_copernicus,Nicolaus Copernicus,,,,,,,,,queued,
robert_hooke,Robert Hooke,,,,,,,,,queued,
christiaan_huygens,Christiaan Huygens,,,,,,,,,queued,
joseph_louis_lagrange,Joseph-Louis Lagrange,,,,,,,,,queued,
pierre_simon_laplace,Pierre-Simon Laplace,,,,,,,,,queued,
carl_gustav_jacob_jacobi,Carl Gustav Jacob Jacobi,,,,,,,,,queued,
george_gabriel_stokes,George Gabriel Stokes,,,,,,,,,queued,
simeon_denis_poisson,Siméon Denis Poisson,,,,,,,,,queued,
henri_poincare,Henri Poincaré,,,,,,,,,queued,
emmy_noether,Emmy Noether,,,,,,,,,queued,
james_clerk_maxwell,James Clerk Maxwell,,,,,,,,,queued,
michael_faraday,Michael Faraday,,,,,,,,,queued,
miguel_de_cervantes,Miguel de Cervantes,,,,,,,,,queued,
mansa_musa,Mansa Musa,,,,,,,,,queued,
wolfgang_amadeus_mozart,Wolfgang Amadeus Mozart,,,,,,,,,queued,
carl_menger,Carl Menger,,,,,,,,,queued,
eugen_von_bohm_bawerk,Eugen von Böhm-Bawerk,,,,,,,,,queued,
ludwig_von_mises,Ludwig von Mises,,,,,,,,,queued,
friedrich_hayek,Friedrich Hayek,,,,,,,,,queued,
john_maynard_keynes,John Maynard Keynes,,,,,,,,,queued,
joseph_schumpeter,Joseph Schumpeter,,,,,,,,,queued,
milton_friedman,Milton Friedman,,,,,,,,,queued,
theodor_herzl,Theodor Herzl,,,,,,,,,queued,
chaim_weizmann,Chaim Weizmann,,,,,,,,,queued,
ze_ev_jabotinsky,Ze'ev Jabotinsky,,,,,,,,,queued,
david_ben_gurion,David Ben-Gurion,,,,,,,,,queued,
